handle,platform,followers,average_likes,average_comments,average_views,gcc_audience_pct,saudi_audience_pct,uae_audience_pct,female_audience_pct,beauty_content_pct,fashion_content_pct,luxury_content_pct,lifestyle_content_pct,sponsored_content_pct,content_consistency_score,comment_quality_score,success,is_synthetic
@synthetic_creator_0730,instagram,459262,23988,1383,135994,58.5,17.6,9.0,48.8,3.1,39.3,20.0,0.3,42.6,0.577,0.882,0,True
@synthetic_creator_0731,tiktok,287773,12227,730,69482,26.8,16.4,2.4,73.7,9.4,48.5,13.3,10.3,0.7,0.81,0.659,0,True
@synthetic_creator_0732,instagram,518391,50305,1436,178283,15.9,5.8,6.2,74.9,33.4,28.0,4.7,28.0,38.4,0.981,0.419,0,True
@synthetic_creator_0733,snapchat,214227,5515,250,54292,70.9,47.5,18.3,45.6,32.0,23.4,7.2,4.5,12.2,0.709,0.832,1,True
@synthetic_creator_0734,tiktok,374659,25269,767,82127,72.1,22.9,23.3,60.6,15.8,0.0,20.2,28.3,4.3,0.522,0.559,0,True
@synthetic_creator_0735,tiktok,324403,4727,80,45883,45.8,28.8,4.9,92.8,14.1,0.8,0.0,10.7,49.8,0.945,0.87,0,True
@synthetic_creator_0736,instagram,682365,28335,760,223285,62.3,35.1,18.8,50.3,28.2,19.1,0.6,36.1,33.9,0.831,0.783,0,True
@synthetic_creator_0737,instagram,706734,11821,256,84034,59.7,23.9,12.8,71.4,47.7,8.5,16.0,8.2,5.4,0.673,0.89,1,True
@synthetic_creator_0738,instagram,38413,1859,49,5177,70.1,26.7,34.6,66.6,28.5,37.2,5.6,13.6,2.5,0.533,0.783,1,True
@synthetic_creator_0739,instagram,18092,274,5,6233,70.1,31.1,21.0,81.4,62.5,5.3,0.0,5.9,9.8,0.676,0.878,0,True
@synthetic_creator_0740,instagram,892779,5497,85,276241,0.0,0.0,0.0,69.4,16.1,17.5,23.5,8.1,10.6,0.822,0.478,0,True
@synthetic_creator_0741,instagram,1116009,20749,433,295190,49.0,31.6,8.7,58.5,33.9,18.1,0.0,28.4,17.2,0.83,0.776,0,True
@synthetic_creator_0742,instagram,78846,3298,182,5016,67.9,25.1,17.2,66.0,22.9,43.1,8.0,19.7,1.3,0.731,0.885,0,True
@synthetic_creator_0743,instagram,28801,836,11,2722,44.7,19.7,16.7,66.2,41.8,15.9,3.8,25.3,1.4,0.705,0.473,0,True
@synthetic_creator_0744,instagram,302199,3328,87,67990,55.9,22.1,8.9,63.6,14.4,31.8,7.0,1.8,22.1,0.84,0.849,0,True
@synthetic_creator_0745,instagram,819955,36405,1325,255185,73.8,25.7,34.3,45.2,68.5,27.9,1.2,21.5,55.7,0.418,0.487,1,True
@synthetic_creator_0746,tiktok,2320082,93174,2583,492867,57.0,31.9,16.6,83.6,0.0,38.5,17.1,5.3,7.9,0.901,0.5,0,True
@synthetic_creator_0747,instagram,498598,10329,370,27947,92.7,40.6,37.3,81.0,64.3,37.8,11.1,1.6,37.4,0.628,0.862,1,True
@synthetic_creator_0748,tiktok,171774,6106,74,19667,83.2,32.5,37.4,49.3,31.8,24.5,19.8,17.4,0.7,0.51,0.83,0,True
@synthetic_creator_0749,instagram,91880,2226,94,23527,52.0,33.6,6.2,60.5,41.0,0.0,3.9,17.3,14.1,0.692,0.759,1,True
@synthetic_creator_0750,snapchat,272050,9154,349,79704,50.0,30.0,10.3,61.6,56.7,21.5,31.3,15.5,4.9,0.689,0.178,0,True
@synthetic_creator_0751,instagram,187377,5954,262,11561,0.0,0.0,0.0,47.7,47.2,24.7,0.0,22.2,30.4,0.847,0.888,1,True
@synthetic_creator_0752,instagram,79373,1785,68,5172,46.8,14.8,13.7,37.0,15.4,29.3,0.0,23.7,23.0,0.739,0.959,1,True
@synthetic_creator_0753,tiktok,3136150,27542,878,443635,21.2,14.1,1.7,54.9,42.0,13.9,27.5,29.7,6.0,0.7,0.527,0,True
@synthetic_creator_0754,instagram,2285743,38488,1058,181089,60.5,32.1,10.7,59.7,67.3,42.1,14.7,3.1,6.0,0.873,0.51,0,True
@synthetic_creator_0755,instagram,1048906,8894,189,251403,58.8,29.5,10.1,43.4,12.3,25.2,13.4,30.0,17.7,0.897,0.784,0,True
@synthetic_creator_0756,instagram,88874,1164,40,8291,72.4,22.0,36.4,67.7,72.4,11.2,14.3,33.8,3.0,0.642,0.84,1,True
@synthetic_creator_0757,snapchat,748647,14054,158,207282,89.9,59.3,14.7,82.4,37.7,18.1,15.7,11.3,7.1,0.514,0.613,1,True
@synthetic_creator_0758,youtube,578128,18267,482,186173,54.3,28.1,16.0,77.6,21.3,53.9,13.0,0.0,41.1,0.853,0.827,0,True
@synthetic_creator_0759,instagram,456367,14512,636,177837,100.0,63.0,28.8,63.1,12.1,35.0,0.3,1.2,48.2,0.52,0.796,1,True
@synthetic_creator_0760,youtube,1202121,61094,943,459141,60.8,34.2,10.1,37.4,25.5,40.7,18.2,10.4,17.6,0.419,0.742,0,True
@synthetic_creator_0761,instagram,575184,22890,300,83791,22.2,13.8,5.6,75.7,0.0,9.4,16.6,35.1,17.0,0.726,0.903,0,True
@synthetic_creator_0762,instagram,652141,27389,1167,39319,40.9,23.6,3.7,67.2,21.7,14.7,24.3,15.2,7.7,0.93,0.836,1,True
@synthetic_creator_0763,instagram,576244,11854,354,95249,45.7,30.5,4.0,71.4,24.7,14.8,27.6,8.8,17.1,0.745,0.462,0,True
@synthetic_creator_0764,instagram,403910,7804,390,120352,69.8,27.2,12.6,94.0,8.5,27.8,13.3,8.1,0.3,0.619,0.813,0,True
@synthetic_creator_0765,youtube,31560,881,50,2238,31.3,11.9,7.5,52.6,45.0,22.4,0.0,1.8,4.2,0.956,0.674,1,True
@synthetic_creator_0766,youtube,296660,3838,222,52182,47.6,27.8,8.7,21.9,25.6,17.7,27.7,23.7,62.7,0.872,0.46,0,True
@synthetic_creator_0767,youtube,137663,2540,79,21243,51.0,25.5,12.4,49.2,17.3,19.5,0.0,14.1,0.4,0.72,0.652,0,True
@synthetic_creator_0768,tiktok,57768,1494,34,7323,43.8,23.6,7.0,72.3,23.5,13.1,13.4,36.0,8.3,0.625,0.322,0,True
@synthetic_creator_0769,instagram,2019135,39578,1600,599977,75.3,43.9,7.5,65.4,37.1,22.3,7.4,21.3,14.0,0.499,0.73,1,True
@synthetic_creator_0770,tiktok,2136745,232479,9626,599750,71.0,36.9,20.7,46.8,31.5,41.7,5.7,23.3,8.0,0.728,0.765,1,True
@synthetic_creator_0771,instagram,1371018,72038,2962,325511,84.2,51.8,6.9,43.7,16.0,2.3,17.6,12.6,0.8,0.552,0.524,0,True
@synthetic_creator_0772,youtube,364490,15457,403,134413,46.7,20.0,18.3,59.7,32.5,30.2,12.4,4.1,12.4,0.688,0.627,0,True
@synthetic_creator_0773,instagram,1356950,24171,318,116831,85.1,54.7,23.0,46.3,29.0,45.7,15.1,6.3,62.6,0.783,0.544,1,True
@synthetic_creator_0774,youtube,272246,449,9,27875,20.9,7.2,8.6,72.8,7.2,22.3,1.8,1.3,11.7,0.778,0.665,0,True
@synthetic_creator_0775,tiktok,342270,14510,257,63048,20.3,11.2,5.1,58.8,24.2,17.1,8.3,24.1,18.0,0.788,0.608,0,True
@synthetic_creator_0776,instagram,72246,1125,18,20196,24.7,16.2,5.0,55.6,41.6,38.9,2.3,11.2,5.1,0.597,0.478,0,True
@synthetic_creator_0777,instagram,432090,7218,406,109935,55.2,22.2,19.6,53.6,41.4,10.2,8.0,24.5,13.9,0.479,0.746,0,True
@synthetic_creator_0778,instagram,288503,3997,42,21901,85.1,36.6,36.8,68.9,25.4,24.7,8.8,16.4,69.4,0.654,0.392,0,True
@synthetic_creator_0779,instagram,56208,3687,147,21665,39.9,16.9,18.0,65.6,43.5,9.4,28.4,12.1,59.9,0.483,0.675,0,True
@synthetic_creator_0780,youtube,252347,12570,721,39561,43.1,22.6,9.3,68.0,10.4,0.0,7.4,3.3,11.0,0.395,0.594,0,True
@synthetic_creator_0781,instagram,243853,2929,82,42830,49.6,23.1,15.1,67.7,11.0,22.7,0.0,18.0,14.5,0.607,0.979,0,True
@synthetic_creator_0782,instagram,2319989,25704,934,622384,69.3,23.8,31.0,63.9,25.0,6.0,24.0,12.8,12.2,0.41,0.695,1,True
@synthetic_creator_0783,instagram,784699,19518,874,298819,43.1,28.3,3.0,49.5,60.0,24.8,14.5,24.0,9.8,0.298,0.112,0,True
@synthetic_creator_0784,instagram,272048,1121,28,76701,41.7,15.9,13.3,54.0,33.3,41.7,8.7,7.8,2.4,0.909,0.763,0,True
@synthetic_creator_0785,instagram,361690,1645,55,138950,21.4,11.0,6.1,59.1,24.5,52.8,5.6,21.2,2.5,0.54,0.563,0,True
@synthetic_creator_0786,youtube,282958,5604,284,32726,40.7,21.9,11.9,96.0,60.9,26.4,0.5,31.4,40.6,0.741,0.739,1,True
@synthetic_creator_0787,tiktok,210344,15790,746,56074,84.4,26.7,24.3,44.8,24.3,40.3,29.4,17.7,18.0,0.807,0.498,0,True
@synthetic_creator_0788,youtube,73210,880,44,24899,57.3,19.4,14.3,58.7,74.7,31.0,10.5,22.9,0.3,0.879,0.485,0,True
@synthetic_creator_0789,instagram,223851,9561,567,51073,36.5,25.1,3.5,66.5,19.8,19.3,0.0,20.7,12.0,0.526,0.741,0,True
@synthetic_creator_0790,instagram,109609,3984,113,19374,85.9,48.6,19.9,60.5,9.8,0.0,13.3,34.0,5.8,0.822,0.893,1,True
@synthetic_creator_0791,instagram,59851,1321,62,23621,40.4,12.7,20.8,81.1,26.7,49.4,22.1,18.7,16.8,0.933,0.483,1,True
@synthetic_creator_0792,instagram,495571,19213,771,49232,90.5,55.9,25.5,60.4,25.0,9.3,11.6,22.0,23.0,0.895,0.928,1,True
@synthetic_creator_0793,instagram,429131,10989,476,83176,90.1,45.4,18.6,61.5,13.8,45.7,1.0,14.6,19.2,0.562,0.947,1,True
@synthetic_creator_0794,instagram,31443,1282,60,11183,56.4,18.6,13.4,77.2,82.0,33.1,0.1,7.3,5.8,0.913,0.619,1,True
@synthetic_creator_0795,tiktok,231602,20953,994,84573,17.5,10.0,5.0,92.2,36.4,10.4,0.8,2.9,20.2,0.891,0.618,0,True
@synthetic_creator_0796,instagram,886327,13971,758,348445,100.0,50.0,31.8,86.1,39.3,29.7,25.2,27.7,55.9,0.812,0.773,1,True
@synthetic_creator_0797,tiktok,956531,6548,179,344061,64.7,24.7,20.1,63.0,20.8,57.0,9.3,4.9,51.2,0.585,0.345,0,True
@synthetic_creator_0798,tiktok,918965,2950,125,62337,46.9,30.5,7.1,64.3,18.4,48.0,0.0,22.5,2.8,0.679,0.745,1,True
@synthetic_creator_0799,tiktok,281164,7603,182,105554,78.9,32.9,12.6,65.7,50.5,17.3,13.8,19.2,25.8,0.859,0.692,0,True
@synthetic_creator_0800,instagram,97338,2121,84,19453,72.6,30.0,28.5,67.2,0.0,14.3,11.4,24.2,11.5,0.874,0.956,1,True
@synthetic_creator_0801,tiktok,73098,2099,99,20326,87.8,35.9,29.6,52.3,7.1,26.5,5.5,9.9,0.0,0.804,0.847,0,True
@synthetic_creator_0802,instagram,405763,18454,914,76282,38.4,23.3,6.4,79.0,25.1,22.5,0.0,7.1,14.3,0.474,0.689,0,True
@synthetic_creator_0803,instagram,423003,27249,844,141614,63.0,36.7,19.8,68.1,57.0,43.0,0.0,18.8,16.7,0.849,0.428,1,True
@synthetic_creator_0804,instagram,1257702,20062,710,316402,25.4,16.8,5.1,64.3,22.5,36.1,20.9,12.1,12.3,0.523,0.677,0,True
@synthetic_creator_0805,instagram,1004475,16396,437,347488,71.7,28.1,33.0,45.9,38.3,0.0,12.5,2.7,32.7,0.292,0.53,1,True
@synthetic_creator_0806,instagram,228965,2363,43,26976,54.4,33.4,10.2,65.9,30.6,31.9,14.8,34.4,0.8,0.583,0.674,1,True
@synthetic_creator_0807,tiktok,60291,2589,59,6918,62.0,32.8,13.8,36.6,55.9,22.3,12.4,7.1,7.8,0.496,0.412,0,True
@synthetic_creator_0808,tiktok,182969,8021,446,37349,51.3,21.7,22.6,56.3,0.0,25.6,13.3,5.1,5.8,0.742,0.794,0,True
@synthetic_creator_0809,instagram,348250,4992,127,17991,48.7,15.3,25.9,56.6,44.7,28.7,5.3,12.6,2.0,0.742,0.75,0,True
@synthetic_creator_0810,instagram,210554,7136,419,61586,33.3,20.9,9.6,69.3,26.0,43.0,7.9,27.5,1.5,0.824,0.905,0,True
@synthetic_creator_0811,instagram,134124,3961,87,20603,74.8,29.6,31.2,93.2,48.5,39.7,21.6,0.0,1.3,0.378,0.919,1,True
@synthetic_creator_0812,snapchat,363473,6997,322,89070,92.2,51.0,19.7,73.6,13.6,13.8,24.1,26.7,38.9,0.569,0.585,1,True
@synthetic_creator_0813,instagram,146568,10781,417,10919,41.1,21.3,6.4,86.7,30.5,24.1,0.0,5.9,14.9,0.552,0.429,0,True
@synthetic_creator_0814,instagram,126288,2787,124,13857,68.8,20.8,20.7,74.7,27.9,18.3,7.9,17.6,3.6,0.674,0.645,0,True
@synthetic_creator_0815,instagram,389938,4984,210,104503,65.8,45.9,15.2,81.9,10.0,0.0,18.4,8.2,5.1,0.43,0.71,1,True
@synthetic_creator_0816,tiktok,165646,1612,73,26003,55.2,34.5,8.6,92.9,4.4,23.4,28.8,34.9,17.9,0.543,0.282,0,True
@synthetic_creator_0817,instagram,359663,12489,690,45012,16.8,8.3,5.6,54.0,18.4,52.7,27.8,16.2,73.1,0.907,0.46,0,True
@synthetic_creator_0818,instagram,372445,7101,271,48453,22.5,12.9,7.2,53.0,32.6,0.0,2.0,7.9,3.9,0.65,0.271,0,True
@synthetic_creator_0819,instagram,68369,4267,57,8558,35.5,17.4,14.1,75.0,14.9,24.6,22.8,12.0,18.7,0.743,0.572,0,True
@synthetic_creator_0820,tiktok,150619,3111,73,40365,1.5,0.9,0.5,64.9,23.4,24.2,10.6,15.9,2.6,0.79,0.751,0,True
@synthetic_creator_0821,instagram,1506549,41814,1898,163749,90.2,31.9,31.1,68.3,0.0,29.3,20.4,16.8,0.1,0.838,0.809,1,True
@synthetic_creator_0822,snapchat,66536,2456,85,11773,64.2,30.7,16.6,61.3,22.6,10.6,17.9,19.4,10.8,0.935,0.832,1,True
@synthetic_creator_0823,youtube,21163,1731,64,6153,54.3,23.6,24.3,56.1,50.5,3.6,0.0,15.0,3.5,0.467,0.734,0,True
@synthetic_creator_0824,instagram,28732,573,22,6602,0.2,0.1,0.0,89.3,44.1,4.3,15.5,1.2,23.0,0.74,0.737,0,True
@synthetic_creator_0825,snapchat,277876,8475,246,71983,9.4,4.5,1.5,48.5,28.3,45.0,20.1,11.6,0.7,0.864,0.842,0,True
@synthetic_creator_0826,youtube,278479,10284,500,38379,54.9,19.6,27.5,75.3,34.9,10.3,9.8,21.1,14.3,0.638,0.287,0,True
@synthetic_creator_0827,instagram,233017,5606,258,87719,100.0,69.1,19.0,72.9,13.4,17.5,7.5,8.3,36.0,0.857,0.34,1,True
@synthetic_creator_0828,tiktok,1152020,19397,886,224480,37.5,11.5,13.6,41.3,62.5,56.6,0.0,21.7,2.1,0.925,0.807,1,True
@synthetic_creator_0829,instagram,10857,90,4,1633,76.6,23.3,14.9,52.5,71.4,14.0,16.8,15.3,5.7,0.862,0.532,1,True
@synthetic_creator_0830,instagram,431542,27315,1489,158166,43.0,19.3,12.0,55.1,33.3,30.1,12.1,12.8,16.2,0.865,0.354,0,True
@synthetic_creator_0831,instagram,1747550,131605,5233,488180,56.4,30.9,19.5,73.5,81.8,41.0,0.8,26.9,6.8,0.705,0.436,1,True
@synthetic_creator_0832,youtube,69332,3232,188,18364,85.4,31.7,30.1,59.5,16.4,40.2,6.7,0.0,35.0,0.628,0.836,0,True
@synthetic_creator_0833,youtube,170115,7434,118,61302,46.4,23.8,10.0,63.7,5.0,5.0,11.5,8.2,1.5,0.409,0.772,0,True
@synthetic_creator_0834,instagram,108719,2936,122,7663,37.7,22.2,8.2,43.1,15.8,14.3,4.4,27.3,9.1,0.652,0.862,0,True
@synthetic_creator_0835,tiktok,91746,1268,58,31486,90.5,30.5,43.8,99.9,25.6,29.5,10.0,33.3,0.8,0.616,0.811,1,True
@synthetic_creator_0836,tiktok,181404,5269,178,52108,56.1,38.9,12.9,66.1,76.2,53.9,0.0,37.9,18.5,0.736,0.546,1,True
@synthetic_creator_0837,youtube,1488057,17728,432,261894,82.3,35.8,20.5,72.5,24.4,13.6,23.5,15.5,6.8,0.741,0.533,0,True
@synthetic_creator_0838,instagram,2433555,43653,1637,340023,37.9,21.1,9.5,56.9,12.8,17.6,10.2,19.6,24.0,0.564,0.583,0,True
@synthetic_creator_0839,instagram,179310,6374,179,15542,90.2,31.0,21.7,55.2,12.0,31.3,0.0,23.2,10.8,0.953,0.769,1,True
@synthetic_creator_0840,instagram,2639426,110604,6133,1001334,61.8,36.1,12.1,93.7,52.8,34.3,0.0,27.8,10.7,0.403,0.123,1,True
@synthetic_creator_0841,instagram,280041,1900,52,27911,65.9,41.9,8.0,36.2,49.9,35.2,20.3,18.1,5.8,0.566,0.776,0,True
@synthetic_creator_0842,instagram,2201015,136164,2557,309910,58.3,19.9,19.9,69.2,20.3,12.3,15.6,24.3,4.5,0.474,0.868,1,True
@synthetic_creator_0843,instagram,239915,4109,159,70028,42.4,14.8,15.1,46.8,0.0,17.0,12.1,19.6,1.5,0.891,0.852,1,True
@synthetic_creator_0844,instagram,314038,11944,355,93757,55.0,22.7,13.0,58.9,7.4,28.2,18.6,20.2,6.9,0.788,0.61,1,True
@synthetic_creator_0845,youtube,416053,14737,218,44213,43.9,13.4,11.1,55.4,64.4,43.9,18.6,5.8,4.1,0.802,0.428,0,True
@synthetic_creator_0846,instagram,12171703,470329,17986,4076862,79.0,54.9,7.0,50.2,43.8,21.4,11.9,11.7,29.4,0.95,0.937,1,True
@synthetic_creator_0847,instagram,745300,9319,343,170375,49.9,26.9,6.5,65.5,31.3,24.7,7.5,9.8,33.0,0.706,0.899,1,True
@synthetic_creator_0848,tiktok,114838,1408,26,39844,17.6,9.6,5.0,26.5,67.4,9.6,5.8,3.1,26.4,0.867,0.631,0,True
@synthetic_creator_0849,instagram,858375,16713,666,69142,13.0,8.9,1.4,60.3,69.2,52.9,14.2,0.0,14.5,0.85,0.685,0,True
@synthetic_creator_0850,tiktok,173824,4131,158,11296,11.8,7.5,1.2,63.6,29.3,27.3,24.0,10.8,16.5,0.675,0.788,0,True
@synthetic_creator_0851,youtube,149089,10238,498,40693,70.4,44.1,21.1,44.6,29.6,41.2,9.0,12.4,13.4,0.86,0.699,1,True
@synthetic_creator_0852,instagram,798365,15840,444,81839,26.2,11.4,5.3,87.7,18.4,25.4,24.8,16.1,6.6,0.862,0.802,1,True
@synthetic_creator_0853,instagram,278536,10218,229,65102,62.5,27.1,26.1,56.1,24.3,26.3,13.7,20.6,2.9,0.798,0.453,0,True
@synthetic_creator_0854,instagram,374853,4378,252,20593,58.4,24.3,19.3,61.4,0.3,2.5,13.8,16.9,25.2,0.663,0.617,0,True
@synthetic_creator_0855,instagram,272878,12234,465,88132,53.4,23.4,18.8,56.1,0.2,0.0,34.1,12.4,18.6,0.538,0.594,1,True
@synthetic_creator_0856,tiktok,401876,10363,117,146618,66.0,29.5,19.5,63.8,0.0,43.8,26.5,5.8,5.2,0.822,0.415,0,True
@synthetic_creator_0857,instagram,446841,16285,831,153538,59.0,21.0,11.7,84.6,51.7,26.2,26.8,23.8,7.2,0.657,0.829,1,True
@synthetic_creator_0858,instagram,26255,1580,31,10119,0.0,0.0,0.0,100.0,0.0,28.1,2.0,14.0,30.5,0.966,0.617,0,True
@synthetic_creator_0859,instagram,597128,1737,85,218598,46.9,22.5,17.0,76.2,69.0,6.3,31.9,10.7,5.8,0.658,0.668,1,True
@synthetic_creator_0860,instagram,82584,1094,49,16963,65.6,27.8,15.5,81.3,15.4,11.5,9.2,13.1,9.4,0.787,0.452,0,True
@synthetic_creator_0861,instagram,47535,1605,93,9004,96.0,35.2,40.1,90.7,64.7,40.9,7.7,7.7,13.5,0.856,0.685,1,True
@synthetic_creator_0862,instagram,250172,7996,465,90978,97.2,43.7,28.1,68.7,22.7,51.1,0.0,9.7,9.1,0.731,0.773,1,True
@synthetic_creator_0863,instagram,296789,8591,203,111126,20.9,10.3,7.9,88.6,0.0,15.7,13.3,9.4,8.2,0.61,0.948,0,True
@synthetic_creator_0864,tiktok,116750,3708,179,45590,46.3,27.2,13.0,76.9,55.7,35.1,0.0,12.1,13.5,0.84,0.877,0,True
@synthetic_creator_0865,youtube,727404,38270,989,231977,15.8,9.3,1.5,67.2,58.0,27.9,14.1,21.6,21.1,0.755,0.534,0,True
@synthetic_creator_0866,tiktok,53604,915,37,6469,93.0,35.4,41.9,70.3,11.9,23.2,0.0,19.1,15.6,0.829,0.473,1,True
@synthetic_creator_0867,instagram,164664,7372,294,62693,80.3,25.3,43.0,37.7,23.4,52.8,28.0,30.5,40.3,0.631,0.691,1,True
@synthetic_creator_0868,instagram,133006,2562,32,50741,63.8,26.9,23.8,69.4,11.9,18.2,15.5,27.1,67.0,0.55,0.534,1,True
@synthetic_creator_0869,tiktok,253747,9128,93,71847,59.2,21.5,10.2,41.8,27.6,43.6,32.8,34.6,0.5,0.502,0.67,0,True
@synthetic_creator_0870,tiktok,374983,8275,106,131262,89.5,41.0,33.2,40.6,32.2,30.7,0.0,20.6,17.7,0.711,0.601,0,True
@synthetic_creator_0871,snapchat,80059,1936,31,19727,85.3,59.0,15.5,67.9,23.0,24.7,25.5,20.4,5.0,0.945,0.602,1,True
@synthetic_creator_0872,instagram,639946,11692,267,243463,84.0,31.3,21.2,48.3,0.0,45.6,0.0,10.1,11.1,0.768,0.626,1,True
@synthetic_creator_0873,instagram,289410,1081,59,23985,66.4,28.4,27.8,64.9,18.4,29.4,12.1,23.3,2.3,0.604,0.699,0,True
@synthetic_creator_0874,instagram,27713,1911,68,9765,46.3,27.3,10.2,67.1,44.1,23.6,3.7,8.4,7.9,0.533,0.689,0,True
@synthetic_creator_0875,snapchat,25583,2602,129,1776,74.2,37.4,26.2,67.7,25.8,45.7,5.5,0.3,5.8,0.575,0.556,1,True
@synthetic_creator_0876,tiktok,264399,12683,658,44600,75.4,23.9,31.0,51.4,23.5,43.7,4.8,30.3,15.2,0.705,0.811,1,True
@synthetic_creator_0877,youtube,205836,3228,150,20041,50.2,18.3,11.9,78.5,11.4,43.0,0.9,2.5,24.3,0.715,0.803,0,True
@synthetic_creator_0878,tiktok,237019,9838,290,51598,46.2,31.2,11.8,63.7,17.8,0.0,0.0,19.4,0.6,0.788,0.828,1,True
@synthetic_creator_0879,snapchat,259476,15702,835,34065,83.3,28.4,29.8,71.6,58.2,31.6,5.6,6.2,0.3,0.443,0.577,0,True
@synthetic_creator_0880,instagram,351748,16085,757,134798,96.6,53.5,22.0,47.1,7.2,28.2,11.2,26.3,27.1,0.693,0.758,1,True
@synthetic_creator_0881,snapchat,836665,25325,1194,205620,36.3,22.4,6.1,62.3,44.4,24.5,21.6,27.6,7.0,0.349,0.812,1,True
@synthetic_creator_0882,youtube,70733,2961,163,25761,48.4,19.7,8.1,81.5,30.9,34.1,13.0,20.3,13.4,0.568,0.577,0,True
@synthetic_creator_0883,youtube,65751,2734,109,9686,63.8,37.6,16.0,79.6,34.9,28.9,21.7,27.5,4.3,0.619,0.5,1,True
@synthetic_creator_0884,snapchat,72258,3127,113,4269,67.2,24.7,19.5,53.0,15.4,35.2,0.0,15.1,12.2,0.566,0.615,1,True
@synthetic_creator_0885,instagram,379534,4361,237,122012,41.9,17.4,18.7,56.8,23.0,21.0,5.7,37.3,5.8,0.852,0.88,1,True
@synthetic_creator_0886,tiktok,1195334,30003,981,353618,100.0,42.5,44.8,50.2,29.9,47.5,17.1,22.5,6.4,0.603,0.838,1,True
@synthetic_creator_0887,tiktok,159914,11642,588,38526,65.6,45.8,13.1,55.2,19.6,36.7,13.4,6.0,4.8,0.797,0.957,1,True
@synthetic_creator_0888,tiktok,13332,1374,17,4471,68.3,26.3,14.5,44.0,36.6,33.1,1.4,15.7,18.6,0.412,0.674,1,True
@synthetic_creator_0889,tiktok,34724,1965,19,11946,99.0,34.8,40.4,62.9,39.1,32.4,19.3,13.5,1.7,0.714,0.922,1,True
@synthetic_creator_0890,tiktok,98750,4304,156,25256,43.8,29.3,3.1,74.5,73.5,42.4,4.7,12.5,28.9,0.701,0.894,1,True
@synthetic_creator_0891,instagram,137410,40,0,53325,52.8,19.3,23.3,53.2,35.6,40.3,2.2,0.0,6.6,0.501,0.814,0,True
@synthetic_creator_0892,tiktok,164379,2700,158,49625,23.7,15.4,4.1,63.6,0.0,23.3,14.9,18.9,4.5,0.909,0.52,0,True
@synthetic_creator_0893,youtube,281052,7982,82,80635,50.7,28.4,17.0,61.7,53.3,39.9,10.1,1.1,19.0,0.672,0.649,1,True
@synthetic_creator_0894,tiktok,184592,3107,142,32580,17.8,9.4,3.6,80.8,25.9,27.6,4.8,0.0,60.2,0.687,0.409,0,True
@synthetic_creator_0895,instagram,945252,19300,427,48009,73.7,44.3,10.5,55.8,70.2,53.8,4.4,11.6,0.3,0.708,0.944,1,True
@synthetic_creator_0896,youtube,119226,2361,137,16015,65.5,38.7,21.4,56.4,59.4,41.5,0.0,7.4,28.3,0.74,0.695,0,True
@synthetic_creator_0897,tiktok,95341,492,14,30258,48.1,16.5,16.3,52.3,19.9,15.6,6.0,6.4,27.0,0.484,0.628,0,True
@synthetic_creator_0898,instagram,476703,47082,535,142274,52.5,36.7,11.3,47.9,44.4,60.0,21.0,0.0,14.1,0.513,0.834,1,True
@synthetic_creator_0899,tiktok,42498,1747,19,7048,74.0,50.1,17.9,72.9,18.1,0.0,12.4,6.5,31.2,0.807,0.779,1,True
@synthetic_creator_0900,tiktok,428321,16222,611,115198,26.6,17.5,4.6,63.0,30.1,34.6,19.6,13.3,15.5,0.654,0.591,0,True
@synthetic_creator_0901,tiktok,303477,11250,667,35916,60.1,33.0,12.8,65.8,43.5,14.6,15.2,8.7,43.7,0.989,0.543,0,True
@synthetic_creator_0902,instagram,224823,8164,481,31985,72.5,36.9,18.9,84.1,52.3,53.2,3.9,18.9,4.7,0.951,0.284,1,True
@synthetic_creator_0903,instagram,1804747,27171,729,688678,10.4,5.4,3.6,85.0,47.9,28.8,0.0,28.9,23.5,0.723,0.929,0,True
@synthetic_creator_0904,youtube,127179,2190,74,24750,72.1,22.1,39.0,40.3,31.5,13.1,0.7,20.2,16.5,0.765,0.934,1,True
@synthetic_creator_0905,snapchat,3179892,44837,673,431656,13.1,6.6,2.6,74.7,79.7,21.0,3.3,25.3,69.9,0.93,0.96,0,True
@synthetic_creator_0906,instagram,204737,6598,238,45142,52.1,28.6,15.1,68.4,22.7,14.3,2.5,26.1,2.4,0.817,0.458,1,True
@synthetic_creator_0907,youtube,57964,1921,76,10749,25.9,14.6,4.2,58.1,0.0,20.4,19.8,4.8,8.4,0.724,0.774,0,True
@synthetic_creator_0908,instagram,291823,4048,91,89103,90.8,39.3,29.2,69.9,1.7,20.1,19.7,19.4,16.2,0.588,0.74,1,True
@synthetic_creator_0909,instagram,73755,1146,46,28524,26.1,12.7,9.1,39.1,59.5,13.7,32.1,25.0,10.0,0.864,0.796,1,True
@synthetic_creator_0910,tiktok,108868,1331,73,27990,13.7,7.6,4.5,86.9,28.5,29.1,2.4,10.6,0.9,0.355,0.759,0,True
@synthetic_creator_0911,instagram,432111,8049,80,111009,58.3,27.5,14.5,72.7,33.2,30.9,26.0,7.1,6.0,0.715,0.801,0,True
@synthetic_creator_0912,instagram,522666,9119,195,92873,44.7,30.6,5.9,52.0,19.1,10.1,25.9,20.3,10.1,0.959,0.868,0,True
